Sales Order Required for Sales Invoice & Delivery Note Creation,Se Requiere Orden de Venta para Creación de Factura de Venta y Nota de Entrega,
Delivery Note Required for Sales Invoice Creation,Se Requiere Nota de Entrega para Creación de Factura de Venta,
Default Selling Price List,Lista de Precios de Venta Predeterminada,
Over Billing Allowance Percentage,Porcentaje de Tolerancia de Sobrefacturación,
Role Allowed to Over Bill,Rol Permitido para Sobrefacturar,
Unlink Payment on Cancellation of Invoice,Desvincular Pago al Cancelar Factura,
Unlink Advance Payment on Cancellation of Order,Desvincular Pago Anticipado al Cancelar Orden,
Determine Address Tax Category From,Determinar Categoría Fiscal de Dirección Desde,
Accounts Frozen Upto,Cuentas Congeladas Hasta,
Role Allowed to Set Frozen Accounts & Edit Frozen Entries,Rol Permitido para Establecer Cuentas Congeladas y Editar Entradas Congeladas,
Credit Controller,Controlador de Crédito,
Select Supplier,Seleccionar Proveedor,
List of Items,Lista de Artículos,
Select Item,Seleccionar Artículo,
Enter Quantity,Ingresar Cantidad,
Enter Rate,Ingresar Tarifa,
Select taxes,Seleccionar Impuestos,
Next,Siguiente,
Previous,Previo,
Done,Hecho,
Close,Cerrar,
------- tour titles ---------------,----
Awesomebar,Awesomebar,
"This is Awesomebar, it helps you to navigate anywhere in the system, find documents, reports, settings, create new records and many more things.","Esta es la Awesomebar, te ayuda a navegar por cualquier parte del sistema, encontrar documentos, informes, configuraciones, crear nuevos registros y muchas otras cosas.",
Users List,Lista de Usuarios,
Filters,Filtros,
Advanced Filters,Filtros Avanzados,
New User,Nuevo Usuario,
Workspace,Espacio de Trabajo,
Users Shortcut,Accesos Directos de Usuarios,
Select Customer,Seleccionar Cliente,
Select Item,Seleccionar Artículo,
Awesomebar,Barra Increíble,
Workspace List,Lista de Espacios de Trabajo,
Users Workspace,Espacio de Trabajo de Usuarios,
Item Code,Código de Artículo,
Item Name,Nombre de Artículo,
Item Group,Grupo de Artículos,
Default Unit of Measurement,Unidad de Medida Predeterminada,
Standard Selling Rate,Tasa de Venta Estándar,
Doctype,Tipo de Documento,
Style Settings,Configuraciones de Estilo,
Custom CSS,CSS Personalizado,
Custom Format,Formato Personalizado,
Print Format Type,Tipo de Formato de Impresión,
Code,Código,
Default Currency,Moneda Predeterminada,
Address & Contact,Dirección y Contacto,
Accounts Settings,Configuraciones de Cuentas,
Enable Perpetual Inventory,Activar Inventario Perpetuo,
Module,Módulo,
Custom Fields,Campos Personalizados,
Document,Documento,
Label,Etiqueta,
Insert After,Insertar Después de,
Field Type,Tipo de Campo,
Is Mandatory Field,Campo Obligatorio,
Quotation To,Cotización A,
Party,Parte,
Items,Artículos,
Sales Taxes and Charges,Impuestos y Cargos de Venta,
Full Name,Nombre Completo,
Letter Head Name,Nombre de Papel Membretado,
Image,Imagen,
Default Letter Head,Papel Membretado Predeterminado,
Asset Item Code,Código de Artículo de Activo,
Asset Item Name,Nombre de Artículo de Activo,
Item Group,Grupo de Artículos,
Is this a Fixed Asset?,¿Es esto un Activo Fijo?,
Auto Create Asset on Purchase,Crear Automáticamente el Activo en la Compra,
Asset Category,Categoría de Activo,
Asset Naming Series,Serie de Nombres de Activos,
Naming Series,Serie de Nombres,
Item Code,Código de Artículo,
Location,Ubicación,
Is Existing Asset?,¿Es un Activo Existente?,
Available For Use Date,Disponible para la Fecha de Uso,
Gross Purchase Amount,Monto Bruto de Compra,
Purchase Date,Fecha de Compra,
Calculate Depreciation,Calcular Depreciación,
Accumulated Depreciation,Depreciación Acumulada,
Purpose,Propósito,
Posting Date,Fecha de Contabilización,
Items,Artículos,
Stock Entry Type,Tipo de Entrada de Inventario,
Default Target Warehouse,Almacén de Destino Predeterminado,
Items,Artículos,
Warehouse Name,Nombre del Almacén,
Account,Cuenta,
Supplier,Proveedor,
Items,Artículos,
Asset Category Name,Nombre de la Categoría de Activos,
Enable CWIP Accounting,Activar Contabilidad de Trabajo en Proceso de Construcción,
Finance Book Detail,Detalles del Libro Financiero,
Accounts,Cuentas,
Title,Título,
Company,Compañía,
Is this Default Tax Template?,¿Es esta la Plantilla de Impuestos Predeterminada?,
Taxes Table,Tabla de Impuestos,
Item Naming By,Nombre de Artículo Por,
Default Warehouse,Almacén Predeterminado,
Default Valuation Method,Método de Valoración Predeterminado,
Supplier,Proveedor,
Required By,Requerido Por,
Items Table,Tabla de Artículos,
Item Code,Código de Artículo,
Quantity,Cantidad,
Purpose,Propósito,
Required By,Requerido Por,
Target Warehouse,Almacén de Destino,
Items,Artículos,
Item Code,Código de Artículo,
Quantity,Cantidad,
Supplier Naming By,Nombre de Proveedor Por,
Default Supplier Group,Grupo de Proveedor Predeterminado,
Default Buying Price List,Lista de Precios de Compra Predeterminada,
Purchase Order Required,Orden de Compra Requerida,
Purchase Receipt Required,Recibo de Compra Requerido,
Select Customer,Seleccionar Cliente,
List of items,Lista de Artículos,
Select Item,Seleccionar Artículo,
Enter Quantity,Ingresar Cantidad,
Enter Rate,Ingresar Tarifa,
Add Sales Taxes and Charges,Agregar Impuestos y Cargos de Venta,
Customer Naming By,Nombre de Cliente Por,
Sales Order Required for Sales Invoice & Delivery Note Creation,Orden de Venta Requerida para la Creación de Factura de Venta y Nota de Entrega,
Delivery Note Required for Sales Invoice Creation,Nota de Entrega Requerida para la Creación de Factura de Venta,
Default Selling Price List,Lista de Precios de Venta Predeterminada,
Over Billing Allowance Percentage,Porcentaje de Autorización de Sobrefacturación,
Role Allowed to Over Bill,Rol Autorizado para Sobrefacturar,
Unlink Payment on Cancellation of Invoice,Desvincular Pago al Cancelar Factura,
Unlink Advance Payment on Cancellation of Order,Desvincular Pago Anticipado al Cancelar Orden,
Determine Address Tax Category From,Determinar la Categoría Fiscal de la Dirección a Partir de,
Accounts Frozen Upto,Cuentas Congeladas Hasta,
Role Allowed to Set Frozen Accounts & Edit Frozen Entries,Rol Autorizado para Establecer Cuentas Congeladas y Editar Entradas Congeladas,
Credit Controller,Controlador de Crédito,
Select Supplier,Seleccionar Proveedor,
List of Items,Lista de Artículos,
Select Item,Seleccionar Artículo,
Enter Quantity,Ingresar Cantidad,
Enter Rate,Ingresar Tarifa,
Select taxes,Seleccionar Impuestos,
---------------- tour description --------------,--------------
List view shows all the documents for a particular DocType.,La vista de lista muestra todos los documentos para un DocType en particular.,
Here you can see all the current enabled users in the system.,Aquí puedes ver todos los usuarios habilitados actuales en el sistema.,
These are filters. You can use them to narrow down list of records.,Estos son filtros. Puedes usarlos para reducir la lista de registros.,
When standard filters are not enough you can use advance filters.,Cuando los filtros estándar no son suficientes, puedes usar filtros avanzados.,
Let's create a new user.,Creemos un nuevo usuario.,
"This is Users Workspace. You'll find all shortcuts for user, roles and permission management here.","Este es el Espacio de Trabajo de Usuarios. Encontrarás todos los accesos directos para la gestión de usuarios, roles y permisos aquí.",
This is a shortcut to User DocType.,Esto es un acceso directo al DocType de Usuario. <br>Hagamos clic en el acceso directo de Usuario para explorar a todos los usuarios en el Sistema.,
Select a customer for whom this invoice is being prepared.,Selecciona un cliente para quien se está preparando esta factura.,
Select item that you have sold along with quantity and rate.,Selecciona el artículo que has vendido junto con la cantidad y el precio.,
"This is Awesomebar, it helps you to navigate anywhere in the system, find documents, reports, settings, create new records and many more things.","Esto es la Barra Increíble, te ayuda a navegar por todo el sistema, encontrar documentos, informes, configuraciones, crear nuevos registros y muchas otras cosas.",
"These are workspaces. Each module workspace provides insightful information and shortcuts on one page. 

<br><br>

Tip: You can build custom workspaces for your needs.",Estos son espacios de trabajo. Cada espacio de trabajo de módulo proporciona información perspicaz y accesos directos en una sola página. <br><br>Consejo: Puedes crear espacios de trabajo personalizados según tus necesidades.,
These are workspaces. Each module workspace provides insightful information and shortcuts on one page.\n<br><br>\nTip: You can build custom workspaces for your needs.,Estos son espacios de trabajo. Cada espacio de trabajo de módulo proporciona información perspicaz y accesos directos en una sola página. <br><br>Consejo: Puedes crear espacios de trabajo personalizados según tus necesidades.,
Click to visit the Workspace,Haz clic para visitar el Espacio de Trabajo,
Enter code for the Item,Ingresa el código para el Artículo,
Enter name for the Item,Ingresa el nombre para el Artículo,
Select an Item Group,Selecciona un Grupo de Artículos,
"This is the default measuring unit that you will use for your product. It could be Nos, Kgs, Meters, etc.","Esta es la unidad de medida predeterminada que utilizarás para tu producto. Puede ser Unidades, Kilogramos, Metros, etc.",
"When creating an Item, entering a value for this field will automatically create an Item Price at the backend. Entering a value after the Item has been saved will not work. In this case, the Item Price is created from any transactions with the Item.","Al crear un Artículo, ingresar un valor en este campo creará automáticamente un Precio del Artículo en el backend. Ingresar un valor después de que se haya guardado el Artículo no funcionará. En este caso, el Precio del Artículo se crea a partir de cualquier transacción con el Artículo.",
Select a Doctype for which you want to create a Print Format,Selecciona un Doctype para el cual deseas crear un Formato de Impresión,
You can modify the style of the Print Format from this section,Puedes modificar el estilo del Formato de Impresión desde esta sección,
You can add custom css for your Print Format from this section,Puedes agregar CSS personalizado para tu Formato de Impresión desde esta sección,
Check this if you want to add custom Jinja Code or JavaScript to your Print Format,Marca esto si deseas agregar Código Jinja personalizado o JavaScript a tu Formato de Impresión,
Select the type of Print Format,Selecciona el tipo de Formato de Impresión,
Enter the code based on the Print Format Type you selected above,Ingresa el código basado en el Tipo de Formato de Impresión que seleccionaste anteriormente,
This is the default currency for this company.,Esta es la moneda predeterminada para esta empresa.,
"Here, you can add multiple addresses of the company","Aquí, puedes agregar múltiples direcciones de la empresa",
"Here, you can set default Accounts, which will ease the creation of accounting entries.","Aquí, puedes configurar cuentas predeterminadas, lo que facilitará la creación de entradas contables.",
This setting is recommended if you wish to track the real-time stock balance in your books of account. This will allow the creation of a General Ledger entry for every stock transaction.,Esta configuración se recomienda si deseas hacer un seguimiento del saldo de stock en tiempo real en tus libros de contabilidad. Esto permitirá la creación de una entrada en el Libro Mayor para cada transacción de stock.,
Select a Module to which this DocType would belong,Selecciona un Módulo al cual pertenecería este DocType,
Check this to make the DocType as Custom,Marca esto para hacer que el DocType sea Personalizado,
"A Field (or a docfield) defines a property of a DocType. You can define the column name, label, datatype and more for DocFields. For instance, a ToDo doctype has fields description, status and priority. These ultimately become columns in the database table tabToDo.","Un Campo (o un docfield) define una propiedad de un DocType. Puedes definir el nombre de la columna, etiqueta, tipo de dato y más para los DocFields. Por ejemplo, un DocType de Tarea Pendiente tiene campos de descripción, estado y prioridad. Estos se convierten en columnas en la tabla de base de datos tabToDo.",
Select a Document for which you want the Custom Field,Selecciona un Documento para el cual deseas el Campo Personalizado,
Enter a Label for this field,Ingresa una Etiqueta para este campo,
Select the label after which you want to insert new field.,Selecciona la etiqueta después de la cual deseas insertar un nuevo campo.,
Select an appropriate Field Type that suits your requirements,Selecciona un tipo de campo apropiado que se ajuste a tus requisitos,
Check this to make it a mandatory field,Marca esto para hacerlo un campo obligatorio,
Select a customer or lead for whom this quotation is being prepared. Let's select a Customer.,Selecciona un cliente o prospecto para quien se está preparando esta cotización. Seleccionemos un Cliente.,
Select a specific Customer to whom this quotation will be sent.,Selecciona un Cliente específico a quien se enviará esta cotización.,
Select an item for which you will be quoting a price.,Selecciona un artículo para el cual cotizarás un precio.,
